image_name,target_len,prediction_len,length_ratio,token_edit_distance,normalized_token_edit_distance,char_edit_distance,exact_match_bool,graph_em_ok,graph_structure_ok,chemfig_count,arrow_count,branch_count,ring_anchor_count,angle_bond_count,max_brace_depth,max_paren_depth,structure_score
valid_00036.jpg,87,93,1.0689655172413792,35.0,0.5223880597014925,101.0,False,False,False,1,0,20,8,27,1,5,241
valid_00037.jpg,81,68,0.8395061728395061,43.0,0.6825396825396826,166.0,False,False,False,1,0,18,2,26,2,6,217
valid_00038.jpg,84,84,1.0,48.0,0.7058823529411765,209.0,False,False,False,1,0,16,6,24,2,4,222
valid_00039.jpg,85,85,1.0,21.0,0.3134328358208955,33.0,False,False,False,1,0,18,6,26,2,5,233
valid_00040.jpg,104,104,1.0,28.0,0.3333333333333333,95.0,False,False,False,1,0,20,8,25,2,7,262
valid_00041.jpg,67,67,1.0,8.0,0.1509433962264151,4.0,False,True,True,1,0,14,4,20,2,4,185
valid_00042.jpg,79,79,1.0,26.0,0.4262295081967213,117.0,False,False,False,1,0,18,4,23,2,5,215
valid_00043.jpg,95,96,1.0105263157894737,36.0,0.4675324675324675,99.0,False,False,False,1,0,18,4,28,2,3,241
valid_00044.jpg,68,67,0.9852941176470589,9.0,0.15,29.0,False,False,False,1,0,8,0,29,3,1,182
valid_00045.jpg,93,93,1.0,17.0,0.2328767123287671,63.0,False,False,False,1,0,20,4,25,2,4,239
valid_00046.jpg,69,69,1.0,14.0,0.2545454545454545,8.0,False,False,False,1,0,14,6,23,1,3,191
valid_00047.jpg,91,91,1.0,40.0,0.547945205479452,128.0,False,False,False,1,0,18,4,24,2,2,229
valid_00048.jpg,101,92,0.9108910891089109,13.0,0.146067415730337,29.0,False,False,False,1,0,12,2,22,3,3,219
valid_00049.jpg,82,83,1.0121951219512195,41.0,0.640625,182.0,False,False,False,1,0,18,8,25,1,4,226
valid_00050.jpg,95,95,1.0,16.0,0.2077922077922078,43.0,False,False,False,1,0,18,4,23,3,3,239
valid_00051.jpg,88,88,1.0,13.0,0.1969696969696969,8.0,False,False,False,1,0,22,6,26,1,5,240
valid_00052.jpg,79,75,0.9493670886075949,21.0,0.3442622950819672,38.0,False,False,False,1,0,18,6,21,1,6,209
valid_00053.jpg,108,98,0.9074074074074074,54.0,0.6428571428571429,239.0,False,False,False,1,0,24,6,26,2,7,274
valid_00054.jpg,54,54,1.0,13.0,0.3095238095238095,78.0,False,False,False,1,0,12,2,20,1,3,152
valid_00055.jpg,75,73,0.9733333333333334,46.0,0.7540983606557377,189.0,False,False,False,1,0,14,8,23,2,3,211
valid_00056.jpg,84,84,1.0,13.0,0.1969696969696969,8.0,False,False,False,1,0,18,6,23,2,5,226
valid_00057.jpg,93,92,0.989247311827957,22.0,0.3013698630136986,32.0,False,False,False,1,0,20,8,27,2,6,255
valid_00058.jpg,72,72,1.0,8.0,0.1333333333333333,4.0,False,True,True,1,0,12,4,20,2,3,184
valid_00059.jpg,81,82,1.0123456790123457,16.0,0.2539682539682539,41.0,False,False,False,1,0,18,4,24,2,5,219
valid_00060.jpg,94,90,0.9574468085106383,40.0,0.5714285714285714,212.0,False,False,False,1,0,24,8,26,1,6,258
valid_00061.jpg,89,85,0.9550561797752809,14.0,0.1971830985915492,34.0,False,False,False,1,0,18,4,25,2,6,229
valid_00062.jpg,92,86,0.9347826086956522,18.0,0.2432432432432432,27.0,False,False,False,1,0,18,6,26,2,4,240
valid_00063.jpg,94,90,0.9574468085106383,23.0,0.3194444444444444,69.0,False,False,False,1,0,22,8,26,1,5,252
valid_00064.jpg,100,100,1.0,23.0,0.2738095238095238,148.0,False,False,False,1,0,16,4,22,2,6,228
